vehicle,generation,ecu,role,diag_addr,did,service,service_type,job_arg,description_en,description_de,n_result_fields,n_arg_fields,single_result_type,single_result_unit,sources,only_in_2012_sgbd
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD68,22,read,HV_SPANNUNG_BERECHNET,"Battery voltage behind the contactors, regardless of the contactor status","Batteriespannung hinter den Schützen, unabhängig vom Schützzustand",1,0,unsigned int,V,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD69,22,read,HV_STROM,HV current in A,HV-Strom in A,1,0,signed long,A,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD6A,22,read,ISOLATIONSWIDERSTAND,Reading out the currently applied insulation resistance,Auslesen des aktuell anliegenden Isolationswiderstands,6,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD6C,22,read,KUEHLKREISLAUF_TEMP,Temperature of the cooling medium in ° C (327.67 = implausible),"Temperatur des Kühlmediums in °C (327,67 = unplausibel)",1,0,signed int,°C,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD6E,2E,write,SCHUETZE_MAX_SOC_SICHERHEITABFRAGE,NO JOB Main contactors switch when the SOC is greater than 90%. Caution: This job must be secured with a security query in all subsequent tools. - This job is NO longer supported!,JOB ENTFALLEN Hauptschütze schalten bei SOC grösser 90 %. Achtung!Dieser Job muss in allen Folgetools mit Security Abfrage gesichert sein. -- Dieser Job wird NICHT mehr untersützt!!,0,2,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD6F,2E;22,read/write,KUEHLKREISLAUF_VENTIL,Status / control coolant valve: Closed or open / close or open,Status / Steuern Kühlmittel-Ventil: Geschlossen oder offen / schliessen oder öffnen,1,1,unsigned char,0-n,"sme_i1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD72,22,read,AUFSTART_VERHINDERER,Reason for not starting the HV system,Grund für nicht Aufstarten des HV-Systems,1,0,unsigned char,0-n,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD73,22,read,CUMULATIVE_LADUNG,The accumulated charge for charges in Ah,Die kumulierte Ladung für Ladevorgänge in Ah,1,0,unsigned long,Ah,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD74,22,read,CUMULATIVE_ENTLADUNG,The accumulated charge for discharges in Ah,Die kumulierte Ladung für Entladevorgänge in Ah,1,0,unsigned long,Ah,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD76,22,read,STATUS_KL30C_SPANNUNG,Voltage terminal 30C in V,Spannung Klemme 30C in V,1,0,unsigned char,V,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD78,2E,write,SOC_REKALIBRIERUNG,"Recalibration of the SoC estimator in order to obtain the current SoC after a long storage period. ## Job may only be carried out with OPEN shooters! ATTENTION with SE07: With BEV vehicles, the job also resets a recognized end of the journey (completely discharged / defective cell)!","Rekalibrierung des SoC Schätzers, um nach langer Lagerzeit den aktuellen SoC zu erhalten. ## Job darf nur bei GEÖFFNETEN Schützen durchgeführt werden! ACHTUNG bei SE07: Durch den Job wird bei BEV-Fahrzeugen zudem ein erkanntes Fahrtende (komplett entladene/defekte Zelle) zurückgesetzt!",0,1,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD79,2E,write,SCHUETZE_MIN_SOC_SICHERHEITABFRAGE,JOB CANNOTED Main contactors switch at min SOC (less than 5% SOC). Caution: This job must be secured with a security query in all subsequent tools. Cannot be executed while driving. - This job is NO longer supported!,JOB ENTFALLEN Hauptschütze schalten bei min SOC (kleiner 5% SOC). Achtung!Dieser Job muss in allen Folgetools mit Security Abfrage gesichert sein. Ausführen nicht möglich während Fahrt. -- Dieser Job wird NICHT mehr untersützt!!,0,2,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD7B,22,read,ALTERUNG_KAPAZITAET,Readout of the battery capacity adjustment,Auslesen der Justierung Kapazität Batterie,1,0,unsigned char,%,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD7C,22,read,GW_INFO,Warranty data,Gewährleistungsdaten,27,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD7D,22,read,STROMGRENZEN,Current limits,Stromgrenzen,2,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD7E,22,read,SPANNUNGSGRENZEN,Voltage limits,Spannungsgrenzen,2,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD8E,22,read,HVB_HISTORIE_ZYKLEN,Output of the current load (current histogram),Ausgabe der Strombelastung (Stromhistogramm),30,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD90,22,read,ZEIT_TEMP_HISTOGRAMM,"Time in different temperature classes and control unit states (SG awake, SG asleep) of the averaged calculated temperature over all cell nuclei","Zeit in verschiedenen Temperaturklassen und Steuergerätezuständen (SG wach, SG schläft) der gemittelten berechneten Temperatur über alle Zellkerne",28,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD91,22,read,ZEIT_SOC_KLASSE,Returns the length of stay of the SoC in SoC classes over the service life - SE03 from 11/13 total duration (sleep + awake) - up to 11/13 only operating time (awake),Liefert die Aufenthaltsdauer des SoC in SoC-Klassen über Lebensdauer - SE03 ab 11/13 Gesamtdauer (schlafen + wach) - bis 11/13 nur Betriebsdauer (wach),12,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD94,22,read,HV_BATT_HIST_SOC_T1_1,Duration at temperature less than 0 ° C and with different values of current and SOC - part 1,Dauer bei Temperatur kleiner als 0°C und bei unterschiedlichen Werten von Strom und SOC - Teil 1,40,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD95,22,read,HV_BATT_HIST_SOC_T2_1,Duration at 0 ° C less than temperature less than 10 ° C and with different values of current and SOC - part 1,Dauer bei 0°C kleiner als Temperatur kleiner als 10 °C und bei unterschiedlichen Werten von Strom und SOC - Teil 1,40,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD96,22,read,HV_BATT_HIST_SOC_T3_1,Duration at 10 ° C less than temperature less than 20 ° C and with different values of current and SOC - part 1,Dauer bei 10°C kleiner als Temperatur kleiner als 20 °C und bei unterschiedlichen Werten von Strom und SOC - Teil 1,40,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD97,22,read,HV_BATT_HIST_SOC_T4_1,Duration at 20 ° C less than temperature less than 27.5 ° C and with different values of current and SOC - part 1,"Dauer bei 20°C kleiner als Temperatur kleiner als 27,5 °C und bei unterschiedlichen Werten von Strom und SOC - Teil 1",40,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD98,22,read,HV_BATT_HIST_SOC_T5_1,Duration at 27.5 ° C less than temperature less than 32.5 ° C and with different values of current and SOC - part 1,"Dauer bei 27,5°C kleiner als Temperatur kleiner als 32,5 °C und bei unterschiedlichen Werten von Strom und SOC - Teil 1",40,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD99,22,read,HV_BATT_HIST_SOC_T6_1,Duration at 32.5 ° C less than temperature less than 40 ° C and with different values of current and SOC - part 1,"Dauer bei 32,5°C kleiner als Temperatur kleiner als 40 °C und bei unterschiedlichen Werten von Strom und SOC - Teil 1",40,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDD9A,22,read,HV_BATT_HIST_SOC_T7_1,Duration at 40 ° C less than temperature and with different values of current and SOC - part 1,Dauer bei 40 °C kleiner als Temperatur und bei unterschiedlichen Werten von Strom und SOC - Teil 1,40,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDAB,22,read,LADEZIELSPANNUNG_TAUSCH,Output of the charging target voltage for module replacement before installing the module in the vehicle,Ausgabe der Ladezielspannung für Modultausch vor Einbau des Moduls ins Fahrzeug,1,0,unsigned int,V,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDB4,22,read,HV_SPANNUNG_BATTERIE,"Battery voltage behind the contactors, regardless of the contactor status","Batteriespannung hinter den Schützen, unabhängig vom Schützzustand",1,0,unsigned int,V,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDB6,22,read,ALTERUNG_INNENWIDERSTAND,"Aging of the internal resistance in percent: Internal resistance of the storage tank when new is related to the current value of the internal resistance (R_neu / R_akt) * 100 (100% = new condition, decreases with aging)","Alterung des Innenwiderstands in Prozent: Innenwiderstand des Speichers im Neuzustand auf den aktuellen Wert des Innenwiderstands bezogen  (R_neu /R_akt) *100   (100% = Neuzustand, sinkt mit Alterung)",1,0,unsigned int,%,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDB7,2E;22,read/write,REFERENZ_KAPAZITAET,"Remaining capacity of the memory, percentage value: (C_akt / C_nenn (new)) * 100, 100 = new state. Raw estimate of the onboard capacity estimate of total storage","Restkapazität des Speichers, prozentualer Wert: ( C_akt/C_nenn(neu) ) * 100, 100 = Neuzustand. Roh-Schätzwert des Onboard-Kapazitätsschätzers des Gesamtspeichers",1,1,unsigned char,%,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDBC,22,read,ANZEIGE_SOC,current advertisement Soc,aktueller Anzeige Soc,3,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDBD,22,read,SERVICE_DISCONNECT,"Status Service Disconnect (0 = open, 1 = closed)","Status Service Disconnect (0 = offen, 1 = geschlossen)",1,0,unsigned char,0/1,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDBE,22,read,VORLADUNG,"Info about time, current and temperatures during pre-charging","Info über Zeit, Strom und Temperaturen bei Vorladung",10,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDBF,22,read,ZELLSPANNUNGEN_MIN_MAX,minimum and maximum single cell voltages are output,minimale und maximale Einzelzellspannungen werden ausgegeben,2,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDC0,22,read,TEMPERATUREN,"Output of the calculated cell core temperatures (minimum, maximum and average)","Ausgabe der berechneten Zellkerntemperaturen (minimale, maximale und durchschnittliche)",3,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDC2,22,read,ALTERUNG_PARAMETER,Correction factor of the serial and parallel ohmic resistance as well as the parallel capacitance (1.5 = increase in resistance by 50%),"Korrekturfaktor des seriellen und parallelen ohmschen Widerstands sowie der parallelen Kapazität (1,5 = Eröhung des Widerstands um 50%)",3,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDC4,2E;22,read/write,SOC,Read out SOC value (in%) and plausibility or specification of the SOC value (0-100%),Auslesen SOC Wert (in %) und Plausibilität oder Vorgabe des SOC Werts (0-100%),2,2,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDC6,22,read,HISTO_SYM_DAUER,Reading out the number of balancing processes in the respective time classes (actual time in which the balancing resistors were active),Auslesen der Anzahl von Symmetriervorgängen in den jeweiligen Zeitklassen (Ist-Zeit in der die Symmetrierwiderstände aktiv waren),9,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDC7,22,read,HISTO_SYM_ZELLANZAHL,Frequency over the lifetime of the number of cells that were instructed for balancing. Increment if symmetry is required when falling asleep after FIRST cyclical waking up.,"Häufigkeit über Lebensdauer der Zellenanzahl, die zur Symmetrierung angewiesen wurden. Inkrementieren falls Symmertrierbedarf bei Einschlafen nach ERSTEM zyklischen Aufwachen.",8,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDC8,22,read,SYM_DELTASOC,Maximum SoC difference in% over the entire HVS. Ring memory of the last 5 trips,Maximale SoC-Differenz in % über den gesamten HVS. Ringspeicher der letzten 5 Fahrten,5,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDC9,22,read,MAX_SYM_DAUER,Maximum symmetry duration of the last symmetrization process,Maximale Symmetriedauer des letzten Symmetriervorgangs,15,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDCA,22,read,SERIENNUMMER_ECU,Serial number of the SME control unit,Seriennummer des SME Steuergeräts,1,0,string[10],TEXT,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDCB,22,read,SOC_GRENZEN,Reading and changing the SOC limits,Auslesen und Ändern der SOC Grenzen,2,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDCC,2E;22,read/write,SCHUETZ_RESTZAEHLER,"Read out or reset (0 = no reset; 1 = reset) of the counter for the possible switching of contactors K1, K2, K3","Auslesen oder Rücksetzen (0 = kein Reset; 1 = Reset) des Zählers für die noch möglichen Schaltungen der Schütze K1, K2, K3",3,1,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDCD,2E,write,CC_MELDUNG,Activation / deactivation of the sending of CC messages (0 = sending not active; 1 = sending active),Aktivieren / Deaktivierung des Sendens von CC-Meldung (0 = Senden nicht aktiv; 1 = Senden aktiv),0,1,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDCF,22,read,DIFFERENZ_SPANNUNGEN,Differential voltage: total voltage HV battery - total cell voltage (static determination),Differenzspannung: Gesamtspannung HV-Batterie - Summenzellspannung (statische Ermittlung),1,0,signed int,V,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDE8,22,read,ALTERUNG_KAPAZITAET_DEGRADATION,Number of age-related stress degradations,Anzahl der alterungsbedingten Spannungsdegradationen,2,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDE9,22,read,ALTERUNG_KAPAZITAET_HISTOGRAMM_SOC_HUB,Histogram with the frequency of individual SoC strokes that occurred during the operating period,Histogramm mit Häufigkeit einzelner aufgetretener SoC-Hübe im Betriebszeitraum,24,0,,,"sme_i1.prg (OVMS dump, GPL-3.0) | sme_i1.prg rev 0.911 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDEA,2E,write,RESET_SBOX_ANZAHL_TAUSCH,Resetting the SBOX exchange counter,Zurücksetzen des SBOX Tausch-Zählers,0,2,,,"sme_i1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDEB,22,read,RINGPUFFER_LADEVORGAENGE,"Return of measured variables of the last 5 completed charging processes: - Start SOC - Available charging power - Actual end SOC - Reason charging end (no charging end detected 0, target SOC reached 1, U / I full charge detection 2, external cancellation 3, error SME 4 ) - Start temperature - End temperature - Charging time forecast at the beginning in min - Actual charging time in min - Relative time (continuous combination system time from ACAN with start in the factory)","Rückgabe von Messgrößen der letzten 5 abgeschlossenen Ladevorgänge: - Start-SOC - Verfügbare Ladeleistung - Tatsächlicher End-SOC - Grund Ladeende (Kein Ladeende detektiert 0, Ziel-SOC erreicht 1, U/I-Volladeerkennung 2, Abbruch extern 3, Fehler SME 4) - Start Temperatur  - End-Temperatur  - Zu Beginn prognostizierte Ladezeit in min  - Tatsächliche Ladezeit in min - Relativzeit (fortlaufende Kombi-System-Zeit v. ACAN mit Start im Werk)",45,0,,,"sme_i1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDEC,22,read,HIS_PROG_LADEZEIT,Representation of the frequency of a relative deviation of the charging time forecast from the real value (fact = (t_prog-t_ist) / t_ist * 100%). t_prog = predicted value at the beginning of the charging phase. t_ist = time actually required to reach the loading target.,Darstellung der Häufigkeit einer relative Abweichung der Ladezeitprognose vom realen Wert (fact = (t_prog-t_ist) / t_ist * 100%). t_prog =  zu Beginn der Ladephase prognostizierte Wert. t_ist =  tatsächlich bis zum Erreichen des Ladeziels benötigte Zeit.,7,0,,,"sme_i1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDED,2E,write,CSC_IDS_ZUORDNEN,Assign indices / installation position of the individual CSCs,Indizes/Verbauposition der einzelnen CSCs vergeben,0,2,,,"sme_i1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),SME,HV battery management,0x07,0xDDEE,2E,write,CSC_IDS_UEBERNEHMEN,Take over indices / installation position of the individual CSCs in SME,Indizes/Verbauposition der einzelnen CSCs in SME übernehmen,0,1,,,"sme_i1.prg (OVMS dump, GPL-3.0)",
